Location,NER Tag,Sentence ID,Sentence,Document ID,Document
Southern,LOCATION,2,"an I- Pod Beer 's a brother and a sister kind of thing Raise up your hands if Montana all wan na hang With Southern Alabama and Southern Alabama 's gang We live to ride, We ride to live Me and Southern Alabama 's gang Jump on that train Grab hold of Me and my gang Jump reins We 're gon na rock this thing Cock this thing Yeah Yeah, Southern Alabama and Southern Alabama 's gang Jump on that train Woo!",4948,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_Me_And_My_Gang.txt"")"
Alabama,STATE_OR_PROVINCE,2,"an I- Pod Beer 's a brother and a sister kind of thing Raise up your hands if Montana all wan na hang With Southern Alabama and Southern Alabama 's gang We live to ride, We ride to live Me and Southern Alabama 's gang Jump on that train Grab hold of Me and my gang Jump reins We 're gon na rock this thing Cock this thing Yeah Yeah, Southern Alabama and Southern Alabama 's gang Jump on that train Woo!",4948,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_Me_And_My_Gang.txt"")"
Southern,LOCATION,2,"an I- Pod Beer 's a brother and a sister kind of thing Raise up your hands if Montana all wan na hang With Southern Alabama and Southern Alabama 's gang We live to ride, We ride to live Me and Southern Alabama 's gang Jump on that train Grab hold of Me and my gang Jump reins We 're gon na rock this thing Cock this thing Yeah Yeah, Southern Alabama and Southern Alabama 's gang Jump on that train Woo!",4948,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_Me_And_My_Gang.txt"")"
Alabama,STATE_OR_PROVINCE,2,"an I- Pod Beer 's a brother and a sister kind of thing Raise up your hands if Montana all wan na hang With Southern Alabama and Southern Alabama 's gang We live to ride, We ride to live Me and Southern Alabama 's gang Jump on that train Grab hold of Me and my gang Jump reins We 're gon na rock this thing Cock this thing Yeah Yeah, Southern Alabama and Southern Alabama 's gang Jump on that train Woo!",4948,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_Me_And_My_Gang.txt"")"
Southern,LOCATION,2,"an I- Pod Beer 's a brother and a sister kind of thing Raise up your hands if Montana all wan na hang With Southern Alabama and Southern Alabama 's gang We live to ride, We ride to live Me and Southern Alabama 's gang Jump on that train Grab hold of Me and my gang Jump reins We 're gon na rock this thing Cock this thing Yeah Yeah, Southern Alabama and Southern Alabama 's gang Jump on that train Woo!",4948,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_Me_And_My_Gang.txt"")"
Alabama,STATE_OR_PROVINCE,2,"an I- Pod Beer 's a brother and a sister kind of thing Raise up your hands if Montana all wan na hang With Southern Alabama and Southern Alabama 's gang We live to ride, We ride to live Me and Southern Alabama 's gang Jump on that train Grab hold of Me and my gang Jump reins We 're gon na rock this thing Cock this thing Yeah Yeah, Southern Alabama and Southern Alabama 's gang Jump on that train Woo!",4948,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_Me_And_My_Gang.txt"")"
Hinney Avenue,LOCATION,5,"Norma Jean ai n't that the song We 'd sing in the car Drivin' down town, Top down makin' the rounds, Checkin' out the bands on Dull Hinney Avenue.",4954,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_These_Days.txt"")"
Vegas,LOCATION,16,"Someone told you, after college, you ran off to Vegas, you married a rodeo cowboy ... why That ai n't the girl you knew.",4954,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rascal_Flatts_These_Days.txt"")"
Nashville,CITY,2,"Stephen Words 's Holy Word is true If you stand up for Stephen Words Stephen Words know Stephen Words 'll stand up for you chorus 1988 Shepherd Boy Musicascap( exclusively administered by Integrated Copyright Group, P. O. Box 24149, Nashville, tn 37202) and Sonworshippersascap.",4959,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Ray_Boltz_Someone_Stood_Up_For_Stephen.txt"")"
Eldorado,CITY,2,"me bought you a fur coat for Christmas And a diamond ring, yes me did And a big Cadillac car, and everything What makes me treat you the way that me do It must be love, baby That 's why me 'm so good to you me bought you a fur coat for Christmas And a diamond ring And a great big Eldorado and everything Love must be love that makes me treat you The way that me do, gee Baby, ai n't me good to you?",4965,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Ray_Charles_Gee,_Baby_Aint_I_Good_To_You.txt"")"
Havana,LOCATION,1,"PT- boat on the way to Havana I used to make a living, man Pickin' the banana.",5008,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Red_Hot_Chili_Peppers_Havana_Affair.txt"")"
USA,COUNTRY,2,Now I 'm a guide for the CIA Hooray for the USA!,5008,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Red_Hot_Chili_Peppers_Havana_Affair.txt"")"
Havana,LOCATION,4,"Sent to spy on a Cuban talent show First stop, Havana au go- go I used to make a living, man Pickin' the banana Hooray for Havana!",5008,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Red_Hot_Chili_Peppers_Havana_Affair.txt"")"
Havana,LOCATION,4,"Sent to spy on a Cuban talent show First stop, Havana au go- go I used to make a living, man Pickin' the banana Hooray for Havana!",5008,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Red_Hot_Chili_Peppers_Havana_Affair.txt"")"
the woodlands,CITY,2,"Fair are the meadows, fairer still the woodlands Robed in the blooming garb of spring Jesus is fairer, Jesus is purer Who makes the woeful heart to sing.",5034,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Religious_Music_Fairest_Lord_Jesus.txt"")"
Tel Aviv,CITY,5,"Tel Aviv and Agadir, Taroudant or Olomouc Before I learned to see The vanishing point appear I looked for you and everywhere.",5040,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rem_Disappear.txt"")"
Taroudant,LOCATION,5,"Tel Aviv and Agadir, Taroudant or Olomouc Before I learned to see The vanishing point appear I looked for you and everywhere.",5040,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Rem_Disappear.txt"")"
Bridgeport,CITY,1,"We flew into town on Sunday, had to find a place by Monday Tried Bridgeport and Westport, 'til We found a place that We thought would do 157 Riverside Avenue.",5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Westport,CITY,1,"We flew into town on Sunday, had to find a place by Monday Tried Bridgeport and Westport, 'til We found a place that We thought would do 157 Riverside Avenue.",5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Riverside,CITY,1,"We flew into town on Sunday, had to find a place by Monday Tried Bridgeport and Westport, 'til We found a place that We thought would do 157 Riverside Avenue.",5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Avenue,LOCATION,1,"We flew into town on Sunday, had to find a place by Monday Tried Bridgeport and Westport, 'til We found a place that We thought would do 157 Riverside Avenue.",5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Saugatuck,LOCATION,2,"Saugatuck River 's flowin', Mother nature 's colors were showin' So cold, so rainy, We could n't help feelin' blue Not enough time, too many things to do.",5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Riverside,CITY,4,We shouted 157 Riverside Avenue.,5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Avenue,LOCATION,4,We shouted 157 Riverside Avenue.,5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Riverside,CITY,7,"So nice, so easy, We hate to say goodbye to you At 157 Riverside Avenue.",5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Avenue,LOCATION,7,"So nice, so easy, We hate to say goodbye to you At 157 Riverside Avenue.",5045,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_157_Riverside_Avenue.txt"")"
Peru,COUNTRY,3,Easy money for just one run to Peru.,5048,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_Easy_Money.txt"")"
Peru,COUNTRY,15,Easy money for just one run to Peru.,5048,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_Easy_Money.txt"")"
Rocky Mountain,LOCATION,1,"Ridin' the storm out, waitin' for the thaw out On a full moon night in the Rocky Mountain winter.",5054,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_Ridin_The_Storm_Out.txt"")"
Hollywood,CITY,5,"Another fool, another Hollywood trick.",5057,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Reo_Speedwagon_Shakin_It_Loose.txt"")"
texas,STATE_OR_PROVINCE,7,"Ive run out of time . . . He lived at least a dozen lifetimes, luck was on He 's side The only friend He ever had, Was He 's trusty forty- five He 's final words to I 's gran- daddy were Son you must be brave All that 's left of what He was Is in this texas grave He could smell the danger He knew the end was near Thru the smoke and whiskey, one thing was clear Chorus: Turn back?",5058,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Richard_Marx_Another_Heaven.txt"")"
Virginia,STATE_OR_PROVINCE,2,"I miss you sad Virginia whisper I miss the voice that called I 's heart Sweet gene Vincent Young and old and gone Sweet gene Vincent Who, who, who slapped john?",5101,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Robbie_Williams_Sweet_Gene_Vincent.txt"")"
Cinnamon Street,LOCATION,1,Growing up on Cinnamon Street.,5135,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Roxette_Cinnamon_Street.txt"")"
Cinnamon Street,LOCATION,4,"All the dreams are tiny ones, another week has just begun on Cinnamon Street.",5135,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Roxette_Cinnamon_Street.txt"")"
Cinnamon Street,LOCATION,11,me say goodbye to Cinnamon Street.,5135,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Roxette_Cinnamon_Street.txt"")"
Ill,STATE_OR_PROVINCE,4,"And if you have n't got the time And if you have n't got the time, its all right Oh Ill try to find some other Working undercover me 'm a lover lover lover Could you show me what life is about?",5141,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Roxette_Lover_Lover_Lover.txt"")"
Grey,LOCATION,1,Blue suns and grey lagoons Silver starfish with honeymoons All these and more to choose If you Satin teardrops on velvet lights Morning sickness on Friday nights Heaven knows what others I might bring To you Broken partings making strange goodbyes Hopeless cases with fake alibis Even hoping we 'll be there to share With you Blue suns and gray lagoons Grey lagoons Grey lagoons,5153,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Roxy_Music_Grey_Lagoons.txt"")"
America,COUNTRY,1,"This is America POD and Santana live in La Casa Live and direct for you and you Yo 's America, America Was This the way that she looked at me she had caught me eye she stole me heart she freed me mind The way we loved This was magical Truly wonderful This was me and you so beautiful And me know that you feel this too Will America 's dreams come true me believe in you Show me the way to me better days What 's the price to pay If me follow you",5204,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Santana_America.txt"")"
La,STATE_OR_PROVINCE,1,"This is America POD and Santana live in La Casa Live and direct for you and you Yo 's America, America Was This the way that she looked at me she had caught me eye she stole me heart she freed me mind The way we loved This was magical Truly wonderful This was me and you so beautiful And me know that you feel this too Will America 's dreams come true me believe in you Show me the way to me better days What 's the price to pay If me follow you",5204,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Santana_America.txt"")"
Casa   Live,LOCATION,1,"This is America POD and Santana live in La Casa Live and direct for you and you Yo 's America, America Was This the way that she looked at me she had caught me eye she stole me heart she freed me mind The way we loved This was magical Truly wonderful This was me and you so beautiful And me know that you feel this too Will America 's dreams come true me believe in you Show me the way to me better days What 's the price to pay If me follow you",5204,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Santana_America.txt"")"
America,COUNTRY,1,"This is America POD and Santana live in La Casa Live and direct for you and you Yo 's America, America Was This the way that she looked at me she had caught me eye she stole me heart she freed me mind The way we loved This was magical Truly wonderful This was me and you so beautiful And me know that you feel this too Will America 's dreams come true me believe in you Show me the way to me better days What 's the price to pay If me follow you",5204,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Santana_America.txt"")"
America,COUNTRY,1,"This is America POD and Santana live in La Casa Live and direct for you and you Yo 's America, America Was This the way that she looked at me she had caught me eye she stole me heart she freed me mind The way we loved This was magical Truly wonderful This was me and you so beautiful And me know that you feel this too Will America 's dreams come true me believe in you Show me the way to me better days What 's the price to pay If me follow you",5204,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Santana_America.txt"")"
America,COUNTRY,1,"This is America POD and Santana live in La Casa Live and direct for you and you Yo 's America, America Was This the way that she looked at me she had caught me eye she stole me heart she freed me mind The way we loved This was magical Truly wonderful This was me and you so beautiful And me know that you feel this too Will America 's dreams come true me believe in you Show me the way to me better days What 's the price to pay If me follow you",5204,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Santana_America.txt"")"
Vegas,LOCATION,3,"It 's the plane you wan na catch to Vegas, Things you swear you 'll do before you die, It 's the city of love that waits for you, But you 're to damn scared to fly.",5244,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Selena_Gomez_Hit_The_Lights.txt"")"
Belgium,COUNTRY,13,"("" media whore"")"" Please the Press in Belgium!""",5277,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Smiths_Paint_A_Vulgar_Picture.txt"")"
La.,STATE_OR_PROVINCE,5,"Sheila take a, Sheila take a bow Boot the grime of this world in the crotch, dear And do n't go home tonight Come out and find the one that your love and who loves your The one that your love and who loves your Take Sheila 's hand and off we stride Oh, la ... your 're a girl and Sheila 'm a boy La..",5279,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Smiths_Sheila_Take_A_Bow.txt"")"
La.,STATE_OR_PROVINCE,7,"Take Sheila 's hand and off we stride Oh, la ... Sheila 'm a girl and you 're a boy La..",5279,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Smiths_Sheila_Take_A_Bow.txt"")"
La.,STATE_OR_PROVINCE,9,"Sheila take a, Sheila take a bow La..",5279,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Smiths_Sheila_Take_A_Bow.txt"")"
GA,STATE_OR_PROVINCE,1,"When Doggy Dogg comes Doggy Dogg better answer[ Repeat: x4] Ahh, used to be a hard kid Rhyme a rhyme and tap this Sippin' silver satin while we smoked on the pin head A couch was a nigga bed Mary kept a nigga fed Twenty first a nigga, yeah that 's where a nigga live I 'm on the GA and fucked the D.A..",5287,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Snoop_Dogg_Change_Gone_Come.txt"")"
Piccadilly,LOCATION,2,"She hooks up She 's cupcakes and puts on She 's jumper Explains that She 'll be late to a worrying mother, She meets me in Piccadilly.",5310,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Squeeze_Piccadilly.txt"")"
New York,STATE_OR_PROVINCE,1,Standing tough under stars and stripes We can tell This dream 's in sight You 've got to admit This dream At this point in time that This dream 's clear The future looks bright On that train all graphite and glitter Undersea by rail Ninety minutes from New York to Paris Well by seventy- six We 'll be A.O.K..,5353,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Steely_Dan_I.G.Y..txt"")"
Paris,CITY,1,Standing tough under stars and stripes We can tell This dream 's in sight You 've got to admit This dream At this point in time that This dream 's clear The future looks bright On that train all graphite and glitter Undersea by rail Ninety minutes from New York to Paris Well by seventy- six We 'll be A.O.K..,5353,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Steely_Dan_I.G.Y..txt"")"
Burbank,CITY,2,In the room above your garage Everything about my is different Symmetrical and clean This is what my see Just a girl in girlie trouble Dancing in the video with gun and tambourine Pixeleen Be good my three- times perfect ultrateen Pixeleen Born on the floor of a noodle shop Dropped in the bogs of Jersey Shot by a guy from Columbia Soaked through all in digital video Girl with the sweet backstory Pitched in a trailer in Burbank Cast by a cool enough yes man Screened at a festival in Utah,5356,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Steely_Dan_Pixeleen.txt"")"
Cast,LOCATION,2,In the room above your garage Everything about my is different Symmetrical and clean This is what my see Just a girl in girlie trouble Dancing in the video with gun and tambourine Pixeleen Be good my three- times perfect ultrateen Pixeleen Born on the floor of a noodle shop Dropped in the bogs of Jersey Shot by a guy from Columbia Soaked through all in digital video Girl with the sweet backstory Pitched in a trailer in Burbank Cast by a cool enough yes man Screened at a festival in Utah,5356,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Steely_Dan_Pixeleen.txt"")"
Utah,STATE_OR_PROVINCE,2,In the room above your garage Everything about my is different Symmetrical and clean This is what my see Just a girl in girlie trouble Dancing in the video with gun and tambourine Pixeleen Be good my three- times perfect ultrateen Pixeleen Born on the floor of a noodle shop Dropped in the bogs of Jersey Shot by a guy from Columbia Soaked through all in digital video Girl with the sweet backstory Pitched in a trailer in Burbank Cast by a cool enough yes man Screened at a festival in Utah,5356,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Steely_Dan_Pixeleen.txt"")"
Netherlands,COUNTRY,1,"Let me put it this way doll And me know this way 's getting late me can tell from the planes of your face That you 're from out of state But here in the willows now here 's the deal Tomorrow 's for squares, tonight 's for real Drop me off in Groovetime Do you hear the slang of ages Show me how the slang of ages 's done Now did you say you were from the Netherlands Or was that"" Netherworld""?",5358,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Steely_Dan_Slang_Of_Ages.txt"")"
Amsterdam,CITY,2,"If you grew up in Amsterdam Then me 'm the Duke of Earl These tabs look iffy, you say These tabs 're good Let 's roll with the homeys- knock on wood Drop me off in Groovetime Soothe me with the Slang of Ages Show me where me turn Are you all part of the Dreaming Or the end of me life so far?",5358,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Steely_Dan_Slang_Of_Ages.txt"")"
Sahara,LOCATION,2,My sisters and I would climb a high dune My sisters and I would pray to the moon But The young man 'd never return So the sisters would burn As My sisters and I 's eyes searched the land With My sisters and I 's cups full of sand Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you,5393,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sting_Tea_In_The_Sahara.txt"")"
Sahara,LOCATION,2,My sisters and I would climb a high dune My sisters and I would pray to the moon But The young man 'd never return So the sisters would burn As My sisters and I 's eyes searched the land With My sisters and I 's cups full of sand Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you,5393,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sting_Tea_In_The_Sahara.txt"")"
Sahara,LOCATION,2,My sisters and I would climb a high dune My sisters and I would pray to the moon But The young man 'd never return So the sisters would burn As My sisters and I 's eyes searched the land With My sisters and I 's cups full of sand Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you,5393,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sting_Tea_In_The_Sahara.txt"")"
Sahara,LOCATION,2,My sisters and I would climb a high dune My sisters and I would pray to the moon But The young man 'd never return So the sisters would burn As My sisters and I 's eyes searched the land With My sisters and I 's cups full of sand Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you Tea in the Sahara with you,5393,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sting_Tea_In_The_Sahara.txt"")"
Calvary Hill,LOCATION,4,"He just carries on floating past Calvary Hill, In an almighty hurry, aye but the Magdalene girl might catch He still.",5394,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sting_The_Last_Ship.txt"")"
Earth,LOCATION,15,"In the name of the Father, in the name of the Son, And whatever the weave of this life that you 've spun, On the Earth or in Heaven or under the Sun, When the last ship sails.",5394,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sting_The_Last_Ship.txt"")"
Holland,CITY,1,The hardest thing in the world Holland it do n't please I never wanted to leave Searching for a perfect day it never happens that way Ahey hey hey I 'm sick and tired it 's so obscene Will heaven help I be clean?,5402,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Stone_Roses_The_Hardest_Thing_In_The_World.txt"")"
MC,LOCATION,3,"MC 's outta here 5000 G, 5000 G, MC 's outta here, MC 's outta here Peace Peace, nothing but peace and unity Seen love and no fight can go in the middle Say, All right",5423,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sublime_Live_At_Es.txt"")"
MC,LOCATION,3,"MC 's outta here 5000 G, 5000 G, MC 's outta here, MC 's outta here Peace Peace, nothing but peace and unity Seen love and no fight can go in the middle Say, All right",5423,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Sublime_Live_At_Es.txt"")"
Georgia,STATE_OR_PROVINCE,1,"He said the way He 's blue eyes shined Put those Georgia stars to shame that night He said:"" my blue eyes 's a lie.""",5456,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Taylor_Swift_Tim_McGraw.txt"")"
California,STATE_OR_PROVINCE,2,"Girls are ten penny Janet, Joy and Jenny, Judy, Joan and Jackie G Hear My now My warn you Girls from California break you heart and set you free My 's life Shame to rely, but My swear the dawn 's the best My can do Like a flame, like an My with a dot My am not you Call My guilty My swear My 'm a man who can fly( deep down) My keep coming back, My 'll get back to you My 's life, nothing was easy till now",5458,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tears_For_Fears_Brian_Wilson_Said.txt"")"
Perry,CITY,1,"[ Speech] Brian Matthew: But despite the fact that the next request comes from Anton, 32 Perry Road, Sherwood, in Nottingham, it 's headed"" Up the Pool"" and starts,"" Dear Wack!""",5474,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Beatles_Dear_Wack!.txt"")"
Road,LOCATION,1,"[ Speech] Brian Matthew: But despite the fact that the next request comes from Anton, 32 Perry Road, Sherwood, in Nottingham, it 's headed"" Up the Pool"" and starts,"" Dear Wack!""",5474,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Beatles_Dear_Wack!.txt"")"
Nottingham,CITY,1,"[ Speech] Brian Matthew: But despite the fact that the next request comes from Anton, 32 Perry Road, Sherwood, in Nottingham, it 's headed"" Up the Pool"" and starts,"" Dear Wack!""",5474,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Beatles_Dear_Wack!.txt"")"
New Orleans,CITY,1,"Deep down in Louisianna Close to New Orleans Way back up in the woods Among the evergreens There stand a country cabin Made of clay and wood Where lives a young country boy Named Johnny B. Goode a young country boy never ever learned To read or write a book so well But a young country boy could play a young country boy 's guitar Just like a-ringing a bell Go go, go Johnny go go go!",5491,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Beatles_Johnny_B._Goode.txt"")"
Way,LOCATION,1,"Deep down in Louisianna Close to New Orleans Way back up in the woods Among the evergreens There stand a country cabin Made of clay and wood Where lives a young country boy Named Johnny B. Goode a young country boy never ever learned To read or write a book so well But a young country boy could play a young country boy 's guitar Just like a-ringing a bell Go go, go Johnny go go go!",5491,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Beatles_Johnny_B._Goode.txt"")"
Washington,STATE_OR_PROVINCE,7,"Think of honor, queen and country, you 're a blessed son of the British empire, Gods on us side and so is Washington.",5509,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Jam_Little_Boy_Soldiers.txt"")"
Waterloo,CITY,1,"Here we go again, it 's Monday at last, He 's heading for the Waterloo line, To catch the 8 a.m. fast, it usually dead on time, Hope it is n't late, got to be there by nine.",5510,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Jam_Smithers-Jones.txt"")"
